Oda Sicil No,Ticari Sicil No,Şirket Türü,Mahalle Adı,İlçe Adı,Meslek Grubu Numarası,Meslek Grubu Adı,Ünvanı,Tescilli Adresi
1526751,165299,ANONİM,İSMET KAPTAN,KONAK,46,POSTA VE KURYE FAALİYETLERİ GRUBU,A PAMUKKALE KARGO LOJİSTİK VE TAŞIMACILIK ANONİM ŞİRKETİ ,İSMET KAPTAN MAHALLESİ GAZİ BULVARI NO:95 KAT:1 DAİRE:2 KONAK / İZMİR
1725701,186353,ANONİM,KARACAOĞLAN,BORNOVA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,A PAMUKKALE KARGO LOJİSTİK VE TAŞIMACILIK ANONİM ŞİRKETİ OTOGAR  ŞUBESİ,KARACAOĞLAN MAHALLESİ KEMALPAŞA CAD. NO:285/3A BORNOVA / İZMİR
2215581,235687,LİMİTED,MEHMET AKİF ERSOY,KEMALPAŞA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ADAATA TAŞIMACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ ,MEHMET AKİF ERSOY MAHALLESİ KİRAZLI CAD. NO:125/A KEMALPAŞA / İZMİR
2125751,226640,LİMİTED,FATİH,GAZİEMİR,46,POSTA VE KURYE FAALİYETLERİ GRUBU,AKKA LOJİSTİK OTOMOTİV İNŞAAT PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,FATİH MAH. SANAYİ CAD. A 1 BLOK NO: 4A GAZİEMİR / İZMİR
1684511,182340,LİMİTED,GAZİOSMANPAŞA,BORNOVA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,AKKUŞ KARGO ARAÇ ALIM SATIM KOMİSYONCULUĞU SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GAZİOSMANPAŞA MAHALLESİ 5476 SOKAK NO:7/1 ÇAMDİBİ BORNOVA / İZMİR
2306617,256580,LİMİTED,KEMALPAŞA,BORNOVA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,AKYILMAZ LİMAN VE PERSONEL HİZMETLERİ LOJİSTİK TİCARET LİMİTED ŞİRKETİ,KEMALPAŞA MAH. KEMALPAŞA CAD. NO: 272A BORNOVA / İZMİR
2307471,257429,LİMİTED,BAHÇELİEVLER,KARABAĞLAR,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ALİ GÜRBÜZ TAŞIMACILIK OTOMOTİV TİCARET VE LİMİTED ŞİRKETİ,BAHÇELİEVLER MAH. 326 SK. NO: 22 İÇ KAPI NO: 2 KARABAĞLAR / İZMİR
2173121,231406,LİMİTED,ADALET,BAYRAKLI,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ALN LOJİSTİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ ,ADALET MAHALLESİ MANAS NO: 39 İÇ KAPI NO: 3408 BAYRAKLI / İZMİR
1924751,206407,LİMİTED,MANSUROĞLU,BAYRAKLI,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ALYA KARGO TAŞIMACILIK NAKLİYE TİCARET VE SANAYİ LİMİTED ŞİRKETİ,MANSUROĞLU MAHALLESİ ALİJA İZETBEGOVİC CAD. BAŞARI APT. NO: 17 C BAYRAKLI/İZMİR
1939171,207860,LİMİTED,EGEMENLİK,BORNOVA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ANKARA EKSPRES KARGO SANAYİ VE TİCARET LİMİTED ŞİRKETİ İZMİR ŞUBESİ,EGEMENLİK MAHALLESİ 6106/35 SOKAK NO:10/A SERAP TAŞKIRAN Sit. BORNOVA / İZMİR
1216061,134681,LİMİTED,FATİH,GAZİEMİR,46,POSTA VE KURYE FAALİYETLERİ GRUBU,APT TAŞIMACILIK TURİZM İNŞAAT BİLİŞİM HİZMETLERİ İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ,FATİH MAHALLESİ 159 SOK. NO:4 SARNIÇ GAZİEMİR / İZMİR
2054751,219519,ANONİM,ALAÇATI,ÇEŞME,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ ALAÇATI  ŞUBESİ,ALAÇATI MAHALLESİ 14073 SK. NO:10 ÇEŞME / İZMİR
1907811,204719,ANONİM,TEPEKULE,BAYRAKLI,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ ALTINYOL ŞUBESİ,TEPEKULE MAHALLESİ 2084/8 SOKAK B2 Apt. NO: 35 A BAYRAKLI / İZMİR
1730571,186799,ANONİM,TELEFERİK,BALÇOVA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ BALÇOVA ŞUBESİ,TELEFERİK MAHALLESİ ESRA YAŞAR SK. NO: 10A İÇ KAPI NO: 4 BALÇOVA / İZMİR
1358121,148819,ANONİM,KEMALPAŞA,BORNOVA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ EGE KURUMSAL ŞUBESİ,KEMALPAŞA MAHALLESİ KEMALPAŞA CADDESİ NO:296 BORNOVA / İZMİR
2088031,222851,ANONİM,YALI,GÜZELBAHÇE,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ GÜZELBAHÇE  ŞUBESİ,YALI MAHALLESİ 144 SOKAK A Apt. NO: 1 A GÜZELBAHÇE / İZMİR
1841141,197985,ANONİM,FEVZİ PAŞA,KONAK,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ İZMİR HASANTAHSİN ŞUBESİ,FEVZİ PAŞA MAHALLESİ 847/1 SK. NO: 5 A KONAK/İZMİR
1841151,197994,ANONİM,ARAP HASAN,KARABAĞLAR,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ İZMİR NOKTA ŞUBESİ,ARAP HASAN MAHALLESİ 239 SK. NO: 23/_ KARABAĞLAR/İZMİR
1184421,131314,ANONİM,YALI,KARŞIYAKA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ MAVİŞEHİR ŞUBESİ,YALI MAHALLESİ 6471 SK. NO:18/B-C KARŞIYAKA / İZMİR
1706611,184490,ANONİM,GÜNEŞLİ,KONAK,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ NOKTA CEP  ŞUBESİ,GÜNEŞLİ MAHALLESİ 526/2 SOKAK KONAK / İZMİR
1731791,186876,ANONİM,MANSUROĞLU,BAYRAKLI,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ ÖZKANLAR ŞUBESİ,MANSUROĞLU MAH. 266 SK. AYDIN NO: 37A BAYRAKLI / İZMİR
1184361,131318,ANONİM,MUAMMER AKAR,KARABAĞLAR,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ POLİGON  ŞUBESİ,MUAMMER AKAR MAHALLESİ 47 SK. NO: 26 A KARABAĞLAR / İZMİR
1849911,198865,ANONİM,TURABİYE,SEFERİHİSAR,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ SEFERİHİSAR ŞUBESİ,TURABİYE MAHALLESİ GAZİ CAD. NO: 32 A SEFERİHİSAR / İZMİR
1430841,155757,ANONİM,İMBATLI,KARŞIYAKA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ SERİNKUYU CEP ŞUBESİ,İMBATLI MAHALLESİ 1847 SK. NO:21/A KARŞIYAKA / İZMİR
1731781,186879,ANONİM,LATİFE HANIM,KARŞIYAKA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ SERİNKUYU ŞUB,LATİFE HANIM MAHALLESİ 7685 SK. NO: 4B KARŞIYAKA / İZMİR
1879841,201894,ANONİM,MUSTAFA KEMAL,BUCA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ YENİGÜN ŞUBESİ,MUSTAFA KEMAL MAHALLESİ 694/12 SK. NO: 5 A BUCA / İZMİR
1184471,662,ANONİM,16 EYLÜL,ALAÇATI,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ-ÇEŞME ŞUBESİ,16 EYLÜL MAHALLESİ 3008 SK. NO:4/D ALAÇATI / İZMİR
1194131,132372,ANONİM,KAZIMDİRİK,BORNOVA,46,POSTA VE KURYE FAALİYETLERİ GRUBU,ARAS KARGO YURT İÇİ YURT DIŞI TAŞIMACILIK ANONİM ŞİRKETİ-EGE BÖLGE MÜDÜRLÜĞÜ ŞUBESİ,KAZIMDİRİK MAHALLESİ 372/12 SOKAK NO:13 BORNOVA / İZMİR
