Oda Sicil No,Ticari Sicil No,Şirket Türü,Mahalle Adı,İlçe Adı,Meslek Grubu Numarası,Meslek Grubu Adı,Ünvanı,Tescilli Adresi
2302257,252197,LİMİTED,ADALET,BAYRAKLI,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",3B PLASTİK PAZARLAMA İNŞAAT İTHALAT İHRACAT LİMİTED ŞİRKETİ,ADALET MAH. MANAS BUL. NO: 39 İÇ KAPI NO: 3408 BAYRAKLI / İZMİR
1725991,186386,ANONİM,AKDENİZ,KONAK,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",4K KİMYA SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKDENİZ MAH. GAZİ OSMAN PAŞA BUL. BATI IŞ MERKEZI BLOK NO: 10/1 İÇ KAPI NO: 11 KONAK / İZMİR
1750331,188809,ANONİM,İTOB ORGANİZE SANAYİ BÖLGESİ,MENDERES,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",4K KİMYA SANAYİ VE TİCARET ANONİM ŞİRKETİ İZMİR ŞUBESİ,İTOB ORGANİZE SANAYİ BÖLGESİ MAHALLESİ 10030 SOKAK TEKELİ15 POSTAKODU:35470 MENDERES / İZMİR
1320901,145205,LİMİTED,KEMALPAŞA OSB,KEMALPAŞA,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",ABG ENTERNASYONEL KİMYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KEMALPAŞA OSB MAHALLESİ KAZIM KARABEKİR CAD. NO: 61/_ KEMALPAŞA/İZMİR
1974181,211402,LİMİTED,ERZENE,BORNOVA,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",ACADEMICHEM KİMYA ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET LİMİTED ŞİRKETİ,ERZENE MAHALLESİ ANKARA CAD. EGE TEKNO PARK BLOK NO: 172/67 BORNOVA / İZMİR
2242201,238368,LİMİTED,YENİGÜN,BUCA,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",ACR KURUMSAL TEDARİK İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,YENİGÜN MAHALLESİ 254 SK. NO: 98A BUCA / İZMİR
2029341,216950,LİMİTED,ADALET,BAYRAKLI,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",ACT TEKNOLOJİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,ADALET MAHALLESİ MANAS BLV. FOLKART TOWERS APT. NO: 47 B/2601 BAYRAKLI/İZMİR
1274441,140571,LİMİTED,ULUCAK CUMHURİYET,KEMALPAŞA,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",ADAGRO ZİRAİ İLAÇ HAYVANCILIK TARIM SANAYİ VE TİCARET LİMİTED ŞİRKETİ ,ULUCAK CUMHURİYET MAHALLESİ 9142 SK. NO: 5/2 İÇ KAPI NO: 1 KEMALPAŞA / İZMİR
2296554,246160,LİMİTED,ULUCAK CUMHURİYET,KEMALPAŞA,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",ADAGRO ZİRAİ İLAÇ HAYVANCILIK TARIM SANAYİ VE TİCARET LİMİTED ŞİRKETİ KEMALPAŞA ŞUBESİ,ULUCAK CUMHURİYET MAH. GAZİ BUL. NO: 100/2A KEMALPAŞA / İZMİR
1610451,174926,LİMİTED,KAZIMDİRİK,BORNOVA,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",ADAMA TURKEY TARIM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KAZIMDİRİK MAH. 296 SK. NO: 8 İÇ KAPI NO: 515 BORNOVA / İZMİR
2307991,257891,LİMİTED,GÜRPINAR,BORNOVA,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",ADASTRO KİMYEVİ GÜBRE TEMİZLİK METAL İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GÜRPINAR MAH. 7232/8 SK. AY-KOOP SİTESİ NO: 4A BORNOVA / İZMİR
1983721,212360,ANONİM,YELKİ MAHALLESİ İNÖNÜ CAD. ELKİ,GÜZELBAHÇE,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",ADZ AROMATİK TIBBİ BİTKİ ENDÜSTRİ ANONİM ŞİRKETİ,YELKİ MAHALLESİ İNÖNÜ CAD. ELKİ MAH. İNÖNÜ CAD. NO: 96B GÜZELBAHÇE GÜZELBAHÇE / İZMİR
1336241,146798,ANONİM,UMURBEY,KONAK,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",AEROCK HAVACILIK ANONİM ŞİRKETİ ,UMURBEY MAHALLESİ 1515 SOKAK NO:4/A/A KONAK / İZMİR
2303322,253273,LİMİTED,ATAŞEHİR,ÇİĞLİ,74,"KİMYASAL MADDELER, ZİRAİ İLAÇ VE GÜBRELER GRUBU",AESAN KİMYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,ATAŞEHİR MAH. 8282 SK. BALCILAR İŞ MERKEZI SİTESİ NO: 15 ÇİĞLİ / İZMİR
