Oda Sicil No,Ticari Sicil No,Şirket Türü,Mahalle Adı,İlçe Adı,Meslek Grubu Numarası,Meslek Grubu Adı,Ünvanı,Tescilli Adresi
2299573,249492,LİMİTED,KÜNER,MENDERES,65,GERİ KAZANIM GRUBU,A J INTERNATİONAL GROUP İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ İZMİR ŞUBESİ,KÜNER MAH. 7801 SK. NO: 14 MENDERES / İZMİR
2285191,242677,LİMİTED,OĞLANANASI ATATÜRK,MENDERES,65,GERİ KAZANIM GRUBU,ADA GERİ DÖNÜŞÜM HAFRİYAT VE YIKIM İŞLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ MENDERES ŞUBESİ,OĞLANANASI ATATÜRK MAHALLESİ 3 CAD. NO: 130 MENDERES / İZMİR
2039741,217957,LİMİTED,ÇANKAYA,KONAK,65,GERİ KAZANIM GRUBU,ADA KATI ATIK İNŞAAT NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ ,ÇANKAYA MAHALLESİ MİTHATPAŞA CADDESİ NO:780/1 KÖPRÜ Apt. KONAK / İZMİR
2108761,224934,LİMİTED,GÖKDERE,BORNOVA,65,GERİ KAZANIM GRUBU,ADNAN SAYGIN PLASTİK BORU NAKLİYE KUYUMCULUK HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ GÖKDERE ŞUBESİ,GÖKDERE MAH. GÖKDERE CAD. NO: 23 BORNOVA / İZMİR
1782631,192056,LİMİTED,ADALET,BAYRAKLI,65,GERİ KAZANIM GRUBU,AEGEANTEK METAL MAKİNA İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED  ŞİRKETİ,ADALET MAHALLESİ MANAS BULV. NO:47 FOLKART TOWERS A KULE KAPI NO: 2809/2810 KAT:28 BAYRAKLI / İZMİR
2235501,237682,LİMİTED,ADALET,BAYRAKLI,65,GERİ KAZANIM GRUBU,AGA GERİ DÖNÜŞÜM İNŞAAT YÖNETİM DANIŞMANLIĞI SANAYİ VE TİCARET LİMİTED ŞİRKETİ,ADALET MAHALLESİ MANAS BULVARI FOLKART TOWERS BLOK NO: 47B İÇ KAPI NO:2601 BAYRAKLI / İZMİR
2186461,232764,ANONİM,KEMALPAŞA,BORNOVA,65,GERİ KAZANIM GRUBU,AĞAOĞLU ALÜMİNYUM SANAYİ VE TİCARET ANONİM ŞİRKETİ ,KEMALPAŞA MAHALLESİ 7086 SOKAK NO:51/1 BORNOVA / İZMİR
1516611,164284,LİMİTED,EVKA-3,BORNOVA,65,GERİ KAZANIM GRUBU,AK GERİ DÖNÜŞÜM İNŞAAT TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ ,EVKA-3 MAHALLESİ 129/4 SOKAK NO:2 BORNOVA / İZMİR
1448371,157482,LİMİTED,OĞLANANASI ATATÜRK,MENDERES,65,GERİ KAZANIM GRUBU,AKADEMİ ÖRME PLASTİK İNŞAAT TARIM GIDA HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,OĞLANANASI ATATÜRK MAHALLESİ 4 CAD. NO:108 MENDERES / İZMİR
2127261,226797,LİMİTED,MUSTAFA KEMAL,BUCA,65,GERİ KAZANIM GRUBU,AKIN ATIK YÖNETİMİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MUSTAFA KEMAL MAH. 686/19 SK. NO: 7 İÇ KAPI NO: 2 BUCA / İZMİR
