Oda Sicil No,Ticari Sicil No,Şirket Türü,Mahalle Adı,İlçe Adı,Meslek Grubu Numarası,Meslek Grubu Adı,Ünvanı,Tescilli Adresi
2295662,245572,ANONİM,CELAL BAYAR,ÇEŞME,21,"KİŞİSEL BAKIM, KUAFÖR,GÜZELLİK SALONLARI VE KURU TEMİZLEME GRUBU",3 KOZMETİK VE KUAFÖRLÜK ANONİM ŞİRKETİ,CELAL BAYAR MAH. 5152 SK. NO: 43 ÇEŞME / İZMİR
1986421,212633,LİMİTED,ERZENE,BORNOVA,21,"KİŞİSEL BAKIM, KUAFÖR,GÜZELLİK SALONLARI VE KURU TEMİZLEME GRUBU",818 PROFESSİONAL KOZMETİK KUAFÖR SANAYİ TİCARET LİMİTED ŞİRKETİ,ERZENE MAHALLESİ 116/11 SK. NO: 10 B/0 BORNOVA/İZMİR
2304786,254733,LİMİTED,ÖZDERE CUMHURİYET,MENDERES,21,"KİŞİSEL BAKIM, KUAFÖR,GÜZELLİK SALONLARI VE KURU TEMİZLEME GRUBU",ACARSOY İNŞAAT EMLAK TURİZM TEKSTİL GIDA İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ SUNİS EFES ROYAL SPA ŞUBESİ,ÖZDERE CUMHURİYET MAH. 3026 SK. NO: 11 MENDERES / İZMİR
2294468,244372,ANONİM,ADALET,BAYRAKLI,21,"KİŞİSEL BAKIM, KUAFÖR,GÜZELLİK SALONLARI VE KURU TEMİZLEME GRUBU",ADEL ESTETİK GÜZELLİK MERKEZİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,ADALET MAH. 1586/3 SK. İNŞAAT BLOK NO: 9A BAYRAKLI / İZMİR
2134151,227483,LİMİTED,HACI İSA,URLA,21,"KİŞİSEL BAKIM, KUAFÖR,GÜZELLİK SALONLARI VE KURU TEMİZLEME GRUBU",ADN GÜZELLİK MERKEZİ TIBBİ MALZEME TURİZM İNŞAAT GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,HACI İSA MAH. ÇELEN SK. NO: 60 İÇ KAPI NO: 1 URLA / İZMİR
2296661,246577,LİMİTED,ÇATALKAYA,NARLIDERE,21,"KİŞİSEL BAKIM, KUAFÖR,GÜZELLİK SALONLARI VE KURU TEMİZLEME GRUBU",ADRA GÜZELLİK SALONU MOBİLYA DEKORASYON SANAYİ TİCARET LİMİTED ŞİRKETİ,ÇATALKAYA MAH. MİTHATPAŞA CAD. GÜNEŞ NO: 373C NARLIDERE / İZMİR
2288291,243032,LİMİTED,KAZIM DİRİK,BORNOVA,21,"KİŞİSEL BAKIM, KUAFÖR,GÜZELLİK SALONLARI VE KURU TEMİZLEME GRUBU",AFRA HELVACI GÜZELLİK KAFETERYA İNŞAAT OTOMOTİV TURİZM SANAYİ VE  TİCARET LİMİTED ŞİRKETİ,KAZIM DİRİK MAHALLESİ ÜNİVERSİTE CD. NO: 27A BORNOVA / İZMİR
2281221,242314,LİMİTED,MANAVKUYU,BAYRAKLI,21,"KİŞİSEL BAKIM, KUAFÖR,GÜZELLİK SALONLARI VE KURU TEMİZLEME GRUBU",AG KUAFÖR GÜZELLİK SALONLARI VE KOZMETİK ÜRÜNLERİ SANAYİ TİCARET  LİMİTED ŞİRKETİ,MANAVKUYU MAHALLESİ 275/2 SK. ARİF BEY BLOK NO: 8A BAYRAKLI / İZMİR
1386311,151571,LİMİTED,AHMET AĞA,KONAK,21,"KİŞİSEL BAKIM, KUAFÖR,GÜZELLİK SALONLARI VE KURU TEMİZLEME GRUBU",AHMET AŞAR BERBERLİK İNŞAAT TEMİZLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AHMET AĞA MAHALLESİ 860 SOKAK NO:1/C KONAK / İZMİR
2294665,244569,LİMİTED,ÇİÇEK,BAYRAKLI,21,"KİŞİSEL BAKIM, KUAFÖR,GÜZELLİK SALONLARI VE KURU TEMİZLEME GRUBU",AHZE GÜZELLİK HİZMETLERİ TİCARET LİMİTED ŞİRKETİ,ÇİÇEK MAH. ŞEHİT HAKAN UYSAL SK. İNŞAAT BLOK NO: 207/1A BAYRAKLI / İZMİR
