Oda Sicil No,Ticari Sicil No,Şirket Türü,Mahalle Adı,İlçe Adı,Meslek Grubu Numarası,Meslek Grubu Adı,Ünvanı,Tescilli Adresi
2242061,238356,LİMİTED,MERSİNLİ,KONAK,23,HALI ZEMİN VE DUVAR KAPLAMALARI GRUBU,ACEMSA İNŞAAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ ,MERSİNLİ MAHALLESİ 1201/1 SOKAK TEMSİL PLAZA BLOK NO: 4 İÇ KAPI NO: Z03 KONAK / İZMİR
2105031,224559,LİMİTED,ŞEMİKLER,KARŞIYAKA,23,HALI ZEMİN VE DUVAR KAPLAMALARI GRUBU,ADEN PARKE İTHALAT İHRACAT MOBİLYA İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,ŞEMİKLER MAHALLESİ ANADOLU CAD. MUSTAFA ŞEKER BLOK NO: 553A KARŞIYAKA / İZMİR
2304637,254579,LİMİTED,ŞEMİKLER,KARŞIYAKA,23,HALI ZEMİN VE DUVAR KAPLAMALARI GRUBU,ADEN PARKE İTHALAT İHRACAT MOBİLYA İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ KARŞIYAKA ŞUBESİ,ŞEMİKLER MAH. ANADOLU CAD. MUSTAFA ŞEKER NO: 553 KARŞIYAKA / İZMİR
2298182,248101,LİMİTED,KAZIMDİRİK,BORNOVA,23,HALI ZEMİN VE DUVAR KAPLAMALARI GRUBU,AGORA HALI TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ BORNOVA ŞUBESİ,KAZIMDİRİK MAH. 166 SK. ONUR NO: 11B BORNOVA / İZMİR
1982141,212191,LİMİTED,ŞEMİKLER,KARŞIYAKA,23,HALI ZEMİN VE DUVAR KAPLAMALARI GRUBU,AGR EXPORT İÇ VE DIŞ TİCARET SANAYİ LİMİTED ŞİRKETİ ,ŞEMİKLER MAHALLESİ ANADOLU CADDESİ NO:583/2 KARŞIYAKA / İZMİR
1519781,164600,LİMİTED,HACI İSA,URLA,23,HALI ZEMİN VE DUVAR KAPLAMALARI GRUBU,AHMET KUTLU HALI MOBİLYA PERDE SANAYİ VE TİCARET LİMİTED ŞİRKETİ ,HACI İSA MAHALLESİ NECATİ CUMALİ CADDESİ NO:8/1 URLA / İZMİR
2290231,243225,LİMİTED,HALKAPINAR,KONAK,23,HALI ZEMİN VE DUVAR KAPLAMALARI GRUBU,AHMET USTA GRUP İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,HALKAPINAR MAHALLESİ 1202/1 SK. NO:69 İNŞAATÇILAR İŞHANI BLOK İÇ KAPI NO: B6 KONAK / İZMİR
2298264,248184,ANONİM,FATİH,GAZİEMİR,23,HALI ZEMİN VE DUVAR KAPLAMALARI GRUBU,AKDO HALICILIK SANAYİ İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,FATİH MAH. 1192 SK. D BLOK NO: 5 GAZİEMİR / İZMİR
1156921,128800,LİMİTED,HALKAPINAR,KONAK,23,HALI ZEMİN VE DUVAR KAPLAMALARI GRUBU,AKIM YAPI MALZEMELERİ DEKORASYON İNŞAAT TAAHHÜT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,HALKAPINAR MAHALLESİ 1202/1 SK. NO:54/A KONAK / İZMİR
1803611,194188,LİMİTED,MERİÇ,BORNOVA,23,HALI ZEMİN VE DUVAR KAPLAMALARI GRUBU,AMAZONEV İÇ DIŞ TİCARET LİMİTED ŞİRKETİ ,MERİÇ MAHALLESİ 5743 SOKAK NO: 3A BORNOVA / İZMİR
2117091,225766,LİMİTED,FATİH,GAZİEMİR,23,HALI ZEMİN VE DUVAR KAPLAMALARI GRUBU,ANATOLİANCARPET HALICILIK İTHALAT İHRACAT SANAYİ TİCARET LİMİTED  ŞİRKETİ,FATİH MAHALLESİ 1197 SOKAK F BLOK SİTESİ F BLOK NO: 9/2 GAZİEMİR / İZMİR
