Oda Sicil No,Ticari Sicil No,Şirket Türü,Mahalle Adı,İlçe Adı,Meslek Grubu Numarası,Meslek Grubu Adı,Ünvanı,Tescilli Adresi
2071431,221174,ANONİM,ADALET,BAYRAKLI,70,MİMARLIK GRUBU,2033 MİMARLIK İNŞAAT ANONİM ŞİRKETİ,ADALET MAHALLESİ MANAS BLV. NO: 12 /2 BAYRAKLI/İZMİR
2048201,218851,LİMİTED,AYDIN,KARABAĞLAR,70,MİMARLIK GRUBU,49MDESİGN MİMARLIK MÜHENDİSLİK VE İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AYDIN MAH. 4306 SK. AKYOL NO: 16 KARABAĞLAR / İZMİR
2295829,245746,LİMİTED,ADALET,BAYRAKLI,70,MİMARLIK GRUBU,4GEN TEKNİK İNŞAAT YALITIM MİMARLIK OTOMOTİV TAŞIMACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,ADALET MAH. MANAS BUL. FOLKART TOWERS NO: 47B İÇ KAPI NO: 2601 BAYRAKLI / İZMİR
2160411,230120,ANONİM,ADALET,BAYRAKLI,70,MİMARLIK GRUBU,4U MİMARLIK İNŞAAT ANONİM ŞİRKETİ ,ADALET MAHALLESİ MANAS BULV. NO: 39 İÇ KAPI NO: 3803 BAYRAKLI / İZMİR
2301906,251839,LİMİTED,BADEMLER,URLA,70,MİMARLIK GRUBU,7016 MİMARLIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BADEMLER MAH. 15062 SK. DOĞA EVLERİ NO: 15 URLA / İZMİR
1741771,187936,LİMİTED,İSMET İNÖNÜ,ÇEŞME,70,MİMARLIK GRUBU,712 MİMARLIK MÜHENDİSLİK İNŞAAT TURİZM TİCARET LİMİTED ŞİRKETİ,İSMET İNÖNÜ MAHALLESİ 2095 SOK. NO:31/5 ÇEŞME/İZMİR
1846111,198478,LİMİTED,ADALET,BAYRAKLI,70,MİMARLIK GRUBU,A YAPI TASARIM MİMARLIK PROJE MOBİLYA DEKORASYON ÖZEL EĞİTİM HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,ADALET MAH. MANAS BUL. NO: 39 İÇ KAPI NO: 3408 BAYRAKLI / İZMİR
1045391,116519,LİMİTED,AKSOY,KARŞIYAKA,70,MİMARLIK GRUBU,A.R.C.H.İ.MİMARLIK İNŞAAT TAAHHÜT SANATSAL TASARIM REKLAM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AKSOY MAHALLESİ CEMAL GÜRSEL CADDESİ NO:386/3 KARŞIYAKA / İZMİR
2299530,249457,LİMİTED,AKTEPE,GAZİEMİR,70,MİMARLIK GRUBU,AAA STUDİO MİMARLIK MÜHENDİSLİK DANIŞMANLIK İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AKTEPE MAH. AKÇAY CAD. CAN NO: 80/2 GAZİEMİR / İZMİR
525681,70991,LİMİTED,ADALET,BAYRAKLI,70,MİMARLIK GRUBU,ACAR KUYUMCULUK MİMARLIK İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,ADALET MAHALLESİ MANAS BLV. NO: 47 B/2601 BAYRAKLI / İZMİR
2243581,238490,LİMİTED,DONANMACI,KARŞIYAKA,70,MİMARLIK GRUBU,ACEK MİMARLIK İNŞAAT LİMİTED ŞİRKETİ ,DONANMACI MAHALLESİ 1727 SK. KÖŞE BLOK NO: 39 İÇ KAPI NO: 3 KARŞIYAKA / İZMİR
1916391,205567,ANONİM,GONCALAR,KARŞIYAKA,70,MİMARLIK GRUBU,ACTİVAGREEN CONCEPT MİMARLIK TASARIM PEYZAJ İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,GONCALAR MAHALLESİ 6039 SK. NO:42/1 MANOLYA Apt. KARŞIYAKA / İZMİR
